source,destination,distance_in_km,time_of_day,traffic_level,weather,route_risk,delay_probability,risk_level,time_delay
Noida,Sonipat,18,Night,Low,Rain,0.648698811,0.989199513,Medium,0.515900981
Gurugram,Sonipat,32,Morning,Low,Storm,7.254259626,0.936902365,Medium,6.887456677
Delhi,Ghaziabad,20,Night,High,Storm,3.219548172,0.952658499,Low,7.289159928
Faridabad,Gurugram,32,Evening,High,Storm,1.148393608,0.192128135,Low,1.700884699
Faridabad,Noida,18,Evening,High,Clear,9.688148338,0.98048902,Medium,3.062677253
Ghaziabad,Delhi,20,Afternoon,Medium,Clear,9.99684984,0.983369843,Medium,2.645181607
Meerut,Delhi,20,Evening,Low,Rain,9.68533353,0.961351263,Medium,9.292616172
Noida,Gurugram,18,Night,Medium,Clear,9.99921729,0.957527363,Medium,1.921378279
Ghaziabad,Gurugram,32,Evening,High,Clear,3.117474108,0.795058427,Low,9.95318657
Meerut,Delhi,20,Evening,High,Rain,9.934525883,0.894894614,Medium,1.986283595
Gurugram,Noida,18,Afternoon,Low,Clear,0.631063334,0.410811408,Low,4.195279831
Sonipat,Ghaziabad,22,Afternoon,Medium,Rain,5.933766031,0.259161991,Medium,0.933321303
Ghaziabad,Faridabad,22,Evening,Low,Storm,5.057452712,0.999903704,Low,3.973588741
Gurugram,Ghaziabad,32,Afternoon,Low,Clear,0.639425737,0.864138877,Low,9.681457539
Sonipat,Delhi,20,Morning,Low,Storm,6.908616319,0.092233291,Low,2.622094011
Noida,Sonipat,18,Afternoon,Medium,Rain,9.99531045,0.749305972,Medium,4.17539935
Gurugram,Meerut,32,Morning,High,Clear,2.454631452,0.909955808,Low,1.940734174
Noida,Sonipat,18,Night,Medium,Clear,9.999701594,0.995323213,Medium,8.386956273
Gurugram,Faridabad,32,Afternoon,High,Storm,9.998884971,0.03037544,Low,0.5128927
Meerut,Noida,18,Morning,Medium,Storm,6.21922267,0.79600638,Medium,1.981710252
Ghaziabad,Faridabad,22,Morning,Low,Storm,0.321396196,0.009646916,Low,4.687665947
Delhi,Meerut,20,Afternoon,High,Clear,9.9980363,0.866872259,Medium,9.638010428
Delhi,Noida,20,Afternoon,High,Storm,9.826786401,0.995509154,High,0.705939909
Mathura,Faridabad,28,Afternoon,Low,Rain,9.019966437,0.996744168,Medium,8.778055114
Ghaziabad,Meerut,22,Night,Low,Rain,3.533305328,0.298982357,Low,0.927741081
Sonipat,Noida,18,Morning,High,Clear,0.149331961,0.088674038,Low,0.355528844
Noida,Faridabad,18,Evening,Low,Clear,9.216508731,0.18665289,Low,4.671028795
Ghaziabad,Mathura,22,Afternoon,Medium,Clear,7.573139777,0.760412577,Medium,3.581039011
Ghaziabad,Delhi,20,Evening,High,Clear,8.095613793,0.999999999,Medium,5.247132913
Ghaziabad,Gurugram,32,Night,Low,Clear,9.994546229,0.761864326,Medium,1.135190548
Sonipat,Noida,18,Afternoon,High,Rain,9.999991114,0.740298066,Medium,7.73678399
Meerut,Mathura,70,Afternoon,Low,Storm,6.141991817,0.973190933,Medium,9.165845117
Noida,Faridabad,18,Evening,High,Clear,9.994263938,0.952560266,Medium,9.613133139
Faridabad,Meerut,28,Evening,Low,Storm,8.654886041,0.97037795,Medium,1.404855146
Sonipat,Mathura,160,Afternoon,High,Storm,8.991583697,0.925508864,High,9.439410629
Meerut,Sonipat,70,Afternoon,Low,Clear,8.717904635,0.727765272,Medium,5.292596453
Meerut,Faridabad,28,Morning,High,Rain,9.592553632,0.999396817,Medium,1.146724499
Delhi,Noida,20,Evening,Medium,Clear,8.197534332,0.006006331,Medium,5.581948634
Faridabad,Delhi,20,Morning,Low,Clear,4.329731299,0.908876882,Low,9.502159527
Meerut,Sonipat,70,Evening,Medium,Clear,8.259507046,0.959959311,Medium,3.246624019
Faridabad,Mathura,28,Evening,Low,Clear,8.995568538,0.978921593,Medium,9.208320761
Faridabad,Ghaziabad,22,Evening,Low,Clear,9.97983565,0.978832322,Medium,9.984565576
Meerut,Delhi,20,Evening,Low,Clear,9.92170042,0.996039418,Medium,9.24920598
Sonipat,Delhi,20,Afternoon,Medium,Storm,9.944193219,0.773944476,Medium,2.990651483
Sonipat,Noida,18,Evening,High,Storm,7.36429281,0.346384185,Low,9.99530226
Ghaziabad,Mathura,22,Afternoon,Medium,Rain,7.618092555,0.999992866,Medium,9.958087041
Ghaziabad,Faridabad,22,Morning,Low,Storm,9.969199626,0.974766183,Medium,9.369335183
Meerut,Mathura,70,Morning,High,Rain,0.612817587,0.157041255,Medium,0.932648833
Gurugram,Noida,18,Morning,Medium,Clear,8.354445833,0.792276959,Medium,9.453315357
Mathura,Faridabad,28,Afternoon,High,Rain,9.784832014,0.707029182,Medium,9.567758529
Ghaziabad,Noida,18,Evening,Low,Storm,8.337283784,1,Medium,9.899937829
Faridabad,Gurugram,32,Evening,Low,Storm,3.310445503,0.84777209,Low,6.051992114
Gurugram,Meerut,32,Night,Low,Rain,9.958098265,0.999811094,Medium,8.21852862
Delhi,Sonipat,20,Afternoon,High,Clear,9.99596535,0.99993476,Medium,9.551121905
Sonipat,Delhi,20,Morning,Low,Storm,4.787778128,0.586503296,Low,9.727960864
Faridabad,Mathura,28,Morning,High,Clear,9.302502145,0.00085315,Low,2.589044104
Noida,Gurugram,18,Afternoon,Low,Storm,9.381105169,0.997377227,Medium,1.986608312
Delhi,Meerut,20,Night,High,Storm,7.243615759,0.999990695,Medium,7.423420432
Ghaziabad,Gurugram,32,Afternoon,Medium,Clear,0.032048598,0.700893229,Medium,1.720147085
Ghaziabad,Noida,18,Afternoon,Medium,Clear,2.532266773,0.910064672,Medium,9.784021956
Mathura,Meerut,70,Afternoon,High,Clear,7.494937094,0.704946949,Medium,9.487874155
Meerut,Faridabad,28,Afternoon,Low,Storm,3.053164894,0.999930032,Low,2.83232305
Noida,Faridabad,18,Evening,Low,Rain,1.387233354,0.721672126,Medium,9.994733712
Ghaziabad,Gurugram,32,Morning,Low,Storm,9.999986149,0.338402906,Low,0.633577634
Meerut,Gurugram,32,Night,Medium,Storm,9.91447149,0.998278293,Medium,4.452508413
Ghaziabad,Noida,18,Morning,Medium,Rain,9.615253451,0.990471897,Medium,8.212919157
Ghaziabad,Gurugram,32,Afternoon,Low,Rain,0.952780448,0.964173395,Medium,8.492265098
Gurugram,Mathura,32,Night,Low,Clear,9.97266653,0.997938503,Medium,7.435602781
Sonipat,Meerut,70,Night,Low,Clear,3.75363716,0.994028772,Medium,9.809643041
Gurugram,Noida,18,Morning,High,Storm,7.960837857,0.997420975,Medium,1.532987046
Faridabad,Gurugram,32,Afternoon,Low,Storm,9.143619945,0.661309284,Medium,9.999957018
Noida,Gurugram,18,Morning,High,Rain,4.174353819,0.919768526,Medium,8.390066001
Faridabad,Mathura,28,Afternoon,Low,Rain,8.667582238,0.974321931,Medium,9.83412695
Delhi,Mathura,20,Evening,Low,Storm,8.745450827,0.180052819,Low,1.857080337
Gurugram,Ghaziabad,32,Afternoon,High,Clear,5.238690053,0.98976573,Low,3.700296981
Sonipat,Ghaziabad,22,Evening,Medium,Rain,9.70572675,0.266737362,Medium,0.603221461
Noida,Meerut,18,Morning,Medium,Clear,9.998466763,0.479582651,Medium,9.045893079
Gurugram,Mathura,32,Night,Low,Clear,5.782772444,0.99997817,Low,9.649612074
Gurugram,Delhi,20,Night,Low,Storm,9.984370714,0.998990593,Medium,9.861396567
Delhi,Mathura,20,Afternoon,Low,Storm,3.417010302,0.99753326,Low,9.966902296
Gurugram,Ghaziabad,32,Afternoon,High,Clear,9.791739198,0.999999947,Medium,7.947034986
Ghaziabad,Delhi,20,Morning,High,Storm,6.121284102,0.427163093,Low,3.956055536
Ghaziabad,Meerut,22,Night,Medium,Storm,7.860781369,0.891197739,Medium,7.507448774
Meerut,Faridabad,28,Morning,Low,Storm,9.930204574,0.987663336,Medium,9.737546645
Meerut,Faridabad,28,Night,Medium,Rain,8.244263019,0.999878602,Medium,6.445273298
Mathura,Delhi,20,Evening,Medium,Clear,0.311172503,0.799577996,Medium,1.835680134
Faridabad,Gurugram,32,Night,High,Storm,3.642438463,0.905330434,Low,1.7394075
Meerut,Noida,18,Evening,Low,Rain,2.980666011,0.015045413,Low,1.961075392
Meerut,Ghaziabad,22,Morning,High,Storm,8.863587098,0.962877948,High,1.907980506
Sonipat,Delhi,20,Morning,Low,Clear,1.579273962,0.998521031,Low,8.380428001
Mathura,Meerut,70,Afternoon,Medium,Rain,9.999918459,0.907167761,Medium,6.20634013
Delhi,Faridabad,20,Morning,High,Clear,8.52739795,0.918076024,Medium,3.819595894
Ghaziabad,Faridabad,22,Evening,Medium,Clear,1.64034009,0.927429421,Medium,2.165186733
Noida,Faridabad,18,Evening,Medium,Storm,8.946865947,0.720592388,Medium,7.433011429
Sonipat,Gurugram,32,Afternoon,Low,Clear,0.621900238,0.999730587,Low,7.422531103
Meerut,Ghaziabad,22,Morning,Medium,Clear,9.993282147,0.73815882,Medium,9.561903873
Gurugram,Ghaziabad,32,Morning,Low,Rain,2.225450075,0.187176207,Low,3.590597323
Noida,Faridabad,18,Night,Medium,Storm,9.878173485,0.999977132,Medium,1.978840511
Faridabad,Gurugram,32,Night,Low,Storm,6.62740809,0.426295867,Low,9.978080561
Mathura,Meerut,70,Evening,Low,Rain,8.651618112,0.974549447,Medium,6.166593093
Sonipat,Delhi,20,Afternoon,High,Rain,8.404760798,0.931640568,Medium,9.796393635
Ghaziabad,Gurugram,32,Night,Medium,Rain,9.916601814,0.952534863,Medium,1.867120244
Delhi,Faridabad,20,Morning,Low,Clear,7.138631513,0.999611882,Medium,4.783606846
Meerut,Delhi,20,Afternoon,Low,Storm,9.44398185,0.953109882,Medium,7.142822964
Noida,Faridabad,18,Morning,Low,Clear,9.999552035,0.241008212,Low,9.904848254
Faridabad,Ghaziabad,22,Night,High,Rain,6.124504369,0.999995197,Medium,8.514901357
Ghaziabad,Faridabad,22,Evening,High,Clear,8.357481177,0.674298509,Medium,1.858830566
Delhi,Sonipat,20,Night,Medium,Clear,9.487338806,0.984152071,Medium,1.817839855
Ghaziabad,Faridabad,22,Evening,Medium,Storm,0.003493877,0.996953755,Medium,1.228550501
Meerut,Gurugram,32,Night,High,Rain,9.99482031,0.999233713,Medium,9.933799206
Delhi,Sonipat,20,Afternoon,Low,Storm,9.928994263,0.990922166,Medium,3.474280297
Meerut,Ghaziabad,22,Evening,Medium,Clear,7.683821302,0.99000719,Medium,9.238970876
Noida,Mathura,18,Afternoon,Low,Rain,7.627666179,0.463908454,Medium,9.987793612
Ghaziabad,Mathura,22,Morning,Low,Storm,9.964745275,0.999071069,Medium,3.640881674
Faridabad,Ghaziabad,22,Evening,Low,Storm,5.066054505,0.982171854,Low,0.534717581
Gurugram,Sonipat,32,Evening,Low,Clear,8.678055822,0.977616369,Medium,1.582239748
Ghaziabad,Sonipat,22,Morning,Low,Clear,9.998781214,0.220299999,Low,1.637710793
Mathura,Delhi,20,Evening,Medium,Storm,9.998255557,0.872061586,Medium,6.422322422
Meerut,Delhi,20,Evening,High,Clear,0.205199886,0.592553043,Low,9.988089439
Mathura,Faridabad,28,Evening,Low,Storm,9.276833775,0.943782733,Medium,0.040457659
Delhi,Meerut,20,Morning,High,Clear,9.699945266,0.777722222,Medium,9.988321047
Delhi,Gurugram,20,Afternoon,High,Rain,9.13360301,0.087025079,Medium,1.327320558
Faridabad,Sonipat,28,Evening,Low,Clear,8.947521523,0.937686301,Medium,9.331857729
Gurugram,Sonipat,32,Afternoon,Low,Rain,4.141547813,0.921235774,Medium,4.362882678
Ghaziabad,Sonipat,22,Night,Low,Storm,0.3862536,0.893638734,Low,9.66379393
Mathura,Meerut,70,Night,Low,Clear,4.053125467,0.57351886,Low,9.501357103
Noida,Delhi,20,Morning,Medium,Rain,2.19376533,0.979006892,Medium,7.023150374
Gurugram,Faridabad,32,Night,High,Clear,9.833517401,0.364298156,Low,9.606222521
Noida,Faridabad,18,Evening,Medium,Rain,9.917359854,0.082176588,Medium,1.534074283
Meerut,Ghaziabad,22,Night,High,Storm,2.002393529,0.566785152,Low,6.483334647
Meerut,Noida,18,Evening,Medium,Clear,9.440795348,0.442395955,Medium,0.900331312
Gurugram,Mathura,32,Afternoon,High,Clear,7.240582103,0.377557774,Low,5.491664822
Delhi,Sonipat,20,Morning,Low,Storm,9.997255649,0.926952845,Medium,2.062739051
Faridabad,Mathura,28,Afternoon,Low,Clear,9.962257134,0.326504679,Low,1.395440683
Meerut,Faridabad,28,Night,Low,Rain,4.92693209,0.867725271,Medium,9.976300424
Sonipat,Ghaziabad,22,Night,High,Clear,4.726431123,0.999994821,Low,9.981953656
Noida,Sonipat,18,Night,Medium,Rain,7.32911877,0.566340019,Medium,1.876625003
Noida,Sonipat,18,Morning,High,Storm,8.035581586,0.934392034,Medium,5.998160022
Gurugram,Faridabad,32,Evening,High,Clear,3.35013678,0.677069563,Low,3.167051144
Delhi,Faridabad,20,Afternoon,High,Storm,9.763667913,0.869617397,High,9.842766945
Mathura,Sonipat,160,Evening,Medium,Storm,9.481913903,0.306668752,Medium,9.37889908
Meerut,Sonipat,70,Afternoon,High,Clear,9.678608672,0.392122234,Medium,1.417172872
Faridabad,Meerut,28,Afternoon,Low,Storm,3.64052665,0.090372687,Low,0.92227026
Ghaziabad,Sonipat,22,Afternoon,Low,Storm,8.46088022,0.777841432,Medium,1.990134076
Meerut,Sonipat,70,Afternoon,Low,Rain,4.637502608,0.999908222,Medium,9.998279633
Delhi,Ghaziabad,20,Afternoon,High,Rain,9.999797042,0.646328965,Medium,9.969584159
Noida,Ghaziabad,18,Afternoon,High,Clear,7.637849617,0.407495153,Low,1.986175426
Ghaziabad,Mathura,22,Afternoon,Low,Clear,9.826074993,0.811209592,Medium,9.697177937
Gurugram,Faridabad,32,Morning,Low,Storm,9.775063614,0.548272931,Low,8.415954861
Noida,Sonipat,18,Morning,Low,Clear,2.783293919,0.999374903,Low,5.164147298
Delhi,Sonipat,20,Evening,Medium,Rain,8.384518105,0.934660223,Medium,5.244108853
Noida,Delhi,20,Night,Low,Rain,0.949910394,0.99981577,Medium,9.772000396
Mathura,Sonipat,160,Morning,Low,Clear,7.852446444,0.878144979,Medium,6.723599097
Mathura,Faridabad,28,Morning,High,Clear,9.948110647,0.008470791,Low,9.984551131
Mathura,Ghaziabad,22,Night,Medium,Clear,0.051732682,0.444336412,Low,6.687139477
Meerut,Sonipat,70,Afternoon,High,Rain,9.971968178,0.998795111,High,7.499773037
Mathura,Sonipat,160,Morning,Low,Storm,9.998694878,0.892517679,High,1.663306887
Ghaziabad,Noida,18,Afternoon,High,Clear,9.999865284,0.994528276,Medium,8.11300505
Mathura,Noida,18,Afternoon,Low,Storm,9.356761857,0.824032852,Medium,5.098470554
Mathura,Gurugram,32,Evening,Medium,Storm,9.97649261,0.747395695,Medium,9.105654994
Delhi,Sonipat,20,Morning,Medium,Storm,9.962125732,0.590657533,Medium,9.036066078
Delhi,Meerut,20,Evening,High,Clear,7.52755856,0.998919569,Medium,1.283116416
Ghaziabad,Gurugram,32,Morning,Low,Storm,7.871222534,0.461775852,Low,7.711259527
Mathura,Ghaziabad,22,Night,Low,Storm,9.797627804,0.463417445,Low,1.130972359
Faridabad,Delhi,20,Evening,Medium,Clear,9.089690801,0.999908693,Medium,1.031451958
Delhi,Sonipat,20,Morning,Low,Clear,0.458335652,0.579377696,Low,2.001035696
Delhi,Faridabad,20,Evening,Medium,Clear,9.386373642,0.999795791,Medium,1.598803918
Noida,Ghaziabad,18,Evening,Low,Storm,9.924605958,0.46570363,Low,1.517846298
Mathura,Noida,18,Morning,High,Clear,8.804731429,0.046445144,Low,4.91710888
Meerut,Mathura,70,Night,Medium,Clear,6.82408347,0.278859916,Medium,4.396159904
Meerut,Mathura,70,Afternoon,High,Rain,9.029484516,0.896083109,High,7.285764919
Ghaziabad,Mathura,22,Morning,High,Rain,2.115099509,0.999805797,Medium,1.988187889
Gurugram,Sonipat,32,Afternoon,Low,Rain,9.752170919,0.829450486,Medium,9.978414141
Sonipat,Gurugram,32,Night,Low,Clear,9.570898836,0.984035167,Medium,9.356914413
Mathura,Gurugram,32,Morning,High,Clear,8.790836454,0.989951046,Medium,4.021804907
Ghaziabad,Gurugram,32,Afternoon,Medium,Clear,1.3278031,0.99999982,Medium,9.955026916
Ghaziabad,Gurugram,32,Evening,Low,Rain,9.981311009,0.441863344,Medium,9.841285769
Gurugram,Sonipat,32,Morning,Low,Storm,9.984904047,0.998326916,Medium,8.82156976
Ghaziabad,Gurugram,32,Night,Medium,Rain,7.942423889,0.507375297,Medium,1.636691577
Delhi,Noida,20,Night,Low,Clear,6.388521215,0.345430952,Low,4.908929881
Sonipat,Noida,18,Afternoon,Medium,Clear,0.250446283,0.995587203,Medium,0.926155832
Meerut,Gurugram,32,Afternoon,Low,Storm,9.999998888,0.10210293,Low,8.890693922
Mathura,Meerut,70,Afternoon,Low,Storm,9.969375874,0.879845163,High,1.095120283
Ghaziabad,Delhi,20,Morning,High,Rain,2.46870855,0.631858047,Medium,9.504854103
Mathura,Delhi,20,Morning,Low,Storm,9.969034745,0.354351239,Low,9.195771284
Ghaziabad,Sonipat,22,Night,Medium,Storm,8.746863306,0.953535308,Medium,7.33816029
Sonipat,Faridabad,28,Morning,High,Storm,6.667803504,0.850886915,Medium,4.723491242
Faridabad,Delhi,20,Evening,Medium,Rain,9.599272976,0.592565832,Medium,6.170015626
Meerut,Ghaziabad,22,Morning,Low,Rain,9.76692671,0.973945713,Medium,8.151159122
Gurugram,Noida,18,Afternoon,High,Clear,9.611002892,0.927346913,Medium,3.525248434
Ghaziabad,Gurugram,32,Morning,Low,Rain,9.591827385,0.885227219,Medium,4.75052215
Gurugram,Meerut,32,Morning,Medium,Storm,9.999869375,0.97752197,Medium,9.998955842
Faridabad,Sonipat,28,Night,High,Rain,0.511942748,0.768721012,Medium,1.831985521
Ghaziabad,Gurugram,32,Morning,High,Storm,0.110231041,0.928495809,Low,3.694347714
Sonipat,Delhi,20,Afternoon,High,Clear,8.173591424,0.941638234,Medium,0.405081909
Noida,Delhi,20,Morning,Low,Storm,8.952221741,0.996369859,Medium,4.585066158
Noida,Meerut,18,Evening,High,Storm,4.466602828,0.742422811,Low,6.889558226
Noida,Gurugram,18,Morning,Medium,Storm,9.370730876,0.986597837,Medium,6.538321258
Delhi,Gurugram,20,Night,Medium,Clear,2.491057987,0.999918153,Medium,2.118345522
Sonipat,Meerut,70,Evening,Low,Storm,9.967162182,0.849071287,Medium,1.936044711
Meerut,Delhi,20,Afternoon,Medium,Storm,2.154866619,0.967979635,Medium,0.967345883
Gurugram,Sonipat,32,Evening,High,Storm,0.261375884,0.99230626,Low,2.192560326
Ghaziabad,Sonipat,22,Evening,High,Storm,9.9939244,0.982202695,High,9.018513988
Delhi,Sonipat,20,Afternoon,Medium,Clear,0.042645594,0.984999728,Medium,9.969760813
Meerut,Mathura,70,Evening,High,Clear,3.206522076,0.999302975,Medium,9.700018037
Gurugram,Noida,18,Morning,Low,Rain,8.988473524,0.997855056,Medium,7.023997156
Noida,Ghaziabad,18,Afternoon,Medium,Rain,9.990726499,0.917474276,Medium,9.513217831
Mathura,Delhi,20,Morning,Low,Clear,9.748707661,0.435454977,Low,9.931502928
Noida,Faridabad,18,Night,High,Clear,3.191432142,0.92452927,Low,9.651454938
Faridabad,Sonipat,28,Night,Medium,Storm,1.84137994,0.999930074,Medium,5.227848005
Noida,Sonipat,18,Morning,Low,Rain,9.974881665,0.35512703,Medium,1.672632437
Sonipat,Faridabad,28,Afternoon,Low,Clear,9.99791289,0.989738954,Medium,1.678305574
Ghaziabad,Noida,18,Morning,Medium,Storm,9.318382679,0.998098546,Medium,9.313970713
Meerut,Faridabad,28,Afternoon,Medium,Storm,8.663080179,0.838935943,Medium,9.375809784
Meerut,Mathura,70,Afternoon,High,Rain,8.844255916,0.714430189,Medium,9.885707246
Delhi,Gurugram,20,Morning,High,Clear,5.136965516,0.946783214,Low,9.822074625
Gurugram,Noida,18,Night,Low,Clear,9.775035372,0.99987781,Medium,7.135030713
Gurugram,Ghaziabad,32,Morning,High,Storm,9.787222978,0.999859502,High,6.857916624
Delhi,Noida,20,Morning,Medium,Clear,0.749095448,0.925172655,Medium,1.899665242
Sonipat,Meerut,70,Afternoon,High,Storm,9.891409009,0.918197046,High,6.976012501
Delhi,Mathura,20,Evening,High,Clear,9.691741909,0.999786184,Medium,7.202768466
Faridabad,Sonipat,28,Afternoon,High,Storm,5.36982073,0.224861208,Low,9.810305557
Meerut,Mathura,70,Night,Low,Clear,8.71653883,0.267645472,Medium,9.625554051
Faridabad,Meerut,28,Night,Medium,Storm,9.910128104,0.999615228,Medium,1.999264398
Sonipat,Delhi,20,Evening,Medium,Storm,0.869976863,0.897330022,Medium,9.353097264
Gurugram,Meerut,32,Morning,High,Rain,1.029485115,0.222952209,Low,1.776166412
Gurugram,Delhi,20,Morning,High,Rain,0.173806618,0.803164064,Medium,6.711871692
Meerut,Mathura,70,Night,High,Clear,1.377087096,0.194275826,Low,9.727001235
Sonipat,Faridabad,28,Night,Low,Storm,9.99782746,0.72640331,Medium,9.253575651
Meerut,Gurugram,32,Afternoon,Medium,Storm,1.160257176,0.999952918,Medium,0.834223638
Noida,Mathura,18,Evening,Low,Clear,0.538353622,0.996364105,Low,2.739893071
Delhi,Mathura,20,Morning,Low,Rain,9.997323066,0.347210674,Medium,2.635094648
Delhi,Sonipat,20,Night,High,Clear,9.371365087,0.468088196,Low,8.760846418
Delhi,Mathura,20,Afternoon,Low,Storm,9.695653856,0.658900306,Medium,0.318486098
Ghaziabad,Faridabad,22,Evening,Medium,Storm,9.787502307,0.020428118,Medium,1.090276729
Gurugram,Faridabad,32,Evening,High,Clear,4.477795973,0.41214438,Low,6.403649633
Delhi,Sonipat,20,Evening,Low,Storm,9.96859882,0.707847141,Medium,7.740259467
Noida,Sonipat,18,Night,High,Clear,5.601035173,0.700461804,Low,2.841281101
Ghaziabad,Faridabad,22,Morning,Low,Rain,3.279153858,0.999999329,Medium,9.837043385
Meerut,Gurugram,32,Night,Low,Rain,9.904407315,0.793787134,Medium,9.507435008
Gurugram,Sonipat,32,Afternoon,Medium,Storm,9.989400326,0.999204878,Medium,0.159245147
Delhi,Mathura,20,Morning,Low,Rain,9.962656041,0.431945859,Medium,1.180050137
Mathura,Meerut,70,Morning,Low,Rain,5.586628044,0.999565373,Medium,8.374955869
Mathura,Delhi,20,Morning,Low,Clear,8.973505398,0.278615983,Low,1.057430865
Sonipat,Noida,18,Afternoon,High,Rain,7.395861684,0.997527706,Medium,8.987043563
Ghaziabad,Noida,18,Night,High,Storm,3.771741099,0.216979298,Low,0.040792802
Meerut,Gurugram,32,Afternoon,Medium,Clear,9.861974266,0.252554658,Medium,2.743386764
Meerut,Sonipat,70,Morning,High,Clear,9.995978917,0.88590936,High,7.228579124
Meerut,Sonipat,70,Evening,High,Clear,9.003474105,0.927781744,High,3.394050726
Mathura,Faridabad,28,Night,Low,Clear,7.973719932,0.951215358,Medium,1.480852355
Noida,Sonipat,18,Evening,Low,Rain,5.565249502,0.783987777,Medium,5.380143263
Noida,Mathura,18,Evening,High,Rain,3.511543595,0.998954207,Medium,0.12570147
Gurugram,Ghaziabad,32,Night,High,Rain,6.21089568,0.639765526,Medium,3.828581673
Noida,Gurugram,18,Morning,High,Storm,7.321147199,0.023941891,Low,1.063223885
Delhi,Gurugram,20,Night,High,Clear,1.309719708,0.783398752,Low,1.602773646
